,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
941,10003,City Clerk's Office,Amendment - For the provision of the supply and delivery of Operator Replaceable Components and Dry Ink for the NexPress Printer press located at 2 Hobson Avenue,SPICERS CANADA ULC,186000.0,07/15/2019,non-competitive,,CAD
2209,8161,Toronto Water,"Provision of InfoWorks CS, InfoWorks CS Viewer, InfoWorks ICM, InfoNet, InfoNet Exchange (free - no charge) network licences.",Innovyze Inc.,185906.26,07/12/2013,non-competitive,,CAD
2234,8142,Engineering & Construction Services - Capital Works Delivery,"Emergency repair work of Norfield Crescent Culvert over Berry Creek, 0.1km south of Shendale Drive between Albion and Islington Avenue.  ",Anscon Contracting Inc,184890.36,03/21/2013,non-competitive,,CAD
1015,9781,Solid Waste Management Services,For the provision to develop a Multi-Year Financial Strategy and rate structure for the Solid Waste Management Services Division.,KPMG LLP,184505.0,04/17/2019,non-competitive,,CAD
2130,8274,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan as a result of the Ice Storm on December 21 & 22, 2013.",Brockley Tree Service,184320.0,01/04/2014,non-competitive,,CAD
2128,8273,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to supplement work performed by City crews as part of the Debris Management Plan as a result of the Ice Storm on December 21 & 22, 2013",INTERNATIONAL LANDSCAPING INC,184320.0,01/03/2014,non-competitive,,CAD
1985,GM26.12,Facilities Operations,"For the Annual Riva Software Support and Maintenance during the period December 18, 2013 to December 31, 2015",RIVA MODELING SYSTEM INC,184134.48,05/22/2014,non-competitive,,CAD
1567,GM8.8,Toronto Water,"Amended PO in the amount of $183,683.86, net of all taxes and charges, for annual software support and maintenance for Avantis PRO for the period from January 1, 2017 to December 31, 2017 all in accordance with the 2017 Billing Schedule and the Agreement between the City of Toronto and Invensys Systems Canada, dated January 1, 2008.",Schneider Electric Systems Canada Inc.,183683.86,01/01/2017,non-competitive,,CAD
1417,PW13.1,Toronto Water,"For the provision of Chopper/Grinder Pump Parts as and when required for the Toronto Water Division in the amount not exceed $182,258.00, exclusive of taxes, for the period ending December 31, 2017.",Envirocan Wastewater Treatment,182258.0,07/12/2017,non-competitive,,CAD
2066,8255,Information & Technology,For the provision of SAP Manager Self Service User Licences and Enterprise Support.,SAP Canada Inc.,180746.34,02/04/2014,non-competitive,,CAD
1682,GM8.8,Toronto Water,"To provide annual software support and maintenance for Avantis PRO during the period Jan 1, 2016 to Dec 31, 2016",SCHNEIDER ELECTRIC SYSTEMS,180613.45,12/31/2015,non-competitive,,CAD
1065,GM8.8,Fire Services,"AMENDMENT #3 - 2/13/19,Added Line 40 in the amount of $83,400.00 and line 50 in the amount of $97,200.00, exclusive of taxes, for the provision of proprietary One Step Web Site License, Maintenance and Support for the periods from January 1, 2019 to December 31, 2019 (line 40) and from January 1, 2020 to December 1, 2020 (line 50).  The total value of the contract has increased from $$122,755.00 to $303,355.00, all in accordance with the One Step Fire Inspection Software End User Agreement and Quote No. QOS-1902131.",ONE STEP SYSTEMS INC,180600.0,02/14/2019,non-competitive,,CAD
1576,GM8.8,311 Toronto,"For the annual renewal of the support and maintenance of the Lagan CRM Solution Software all in accordance with the Third License Agreement between the City of Toronto and Lagan Technologies to cover the period from September 22, 2016 to September 21, 2017.",VERINT AMERICAS INC,180467.0,10/21/2016,non-competitive,,CAD
760,10175,Toronto Water,"For the provision of an independent, qualified engineering consultant to provide engineering services, technical expertise and advice to the City for the purpose of the City's due diligence review of Enwave's DLWC Expansion technical proposal and associated works,",AECOM CANADA LTD,180000.0,03/27/2020,non-competitive,,CAD
18,SR3276538902 WS3283350086,Special Projects,"For Professional and Technical Services for Design, Preparation of Tender Documents and Contract Administration for the New Construction of the Net Zero Energy Building of Mount Dennis Childcare Centre at 1234 Weston Road.",COOLEARTH ARCHITECTURAL INC,180000.0,01/01/2022,non-competitive,,CAD
1434,8992,Fire Services,"For the provision of computer software and hardware related to the propane-fired structural fire trainer system located at 895 Eastern Ave, all accordance with the signed agreement on June 12, 2017.",Kidde Fire Trainer LLC,178365.0,06/28/2017,non-competitive,,CAD
1830,GM32.20,Toronto Water,"Amendment - To increase the Purchase Order value by $178,119.78 (exclusive of taxes) for the 2015 Avantis Software Support & Maintenance during the period from January 1, 2015 to December 31, 2015",INVENSYS SYSTEMS CANADA INC,178119.78,12/12/2014,non-competitive,,CAD
1950,8449,"Parks, Forestry & Recreation","Amendment - To increase contract by $178080.00 (exclusive of taxes)and extend expiry date to June 30, 2014 from March 1, 2014 for emergency work as part of the Debris Management Plan for the Ice Storm on December 21 & 22, 2013",SUGAR BUSH TREE SERVICE,178080.0,04/14/2014,non-competitive,,CAD
70,WS3194461233,Public Health,"For the update on the Toronto Drug Strategy for the City of Toronto's Public Health Division from date of award to December 31, 2022",MASS LBP Inc.,178000.0,11/22/2021,non-competitive,,CAD
789,10256,Long-Term Care Homes & Services,"For the supply and delivery of housekeeping and laundry chemicals/hand soaps, miscellaneous supplies and ongoing support at various City of Toronto Long-Term Care Homes and Services locations for the period from January 1, 2020 to March 31, 2020.",Ecolab Co Compagnie Ecolab,177622.0,01/01/2020,non-competitive,,CAD
749,10625,Solid Waste Management Services,"For the provision of armored car services to pick up sealed bag currency shipments and transport them,between the City's financial institutions' and City of Toronto locations",VALGUARD SECURITY INC,177540.0,05/20/2020,non-competitive,,CAD
360,11372,Municipal Licensing & Standards,For the provision of emergency services to remove hazardous waste (septic sewage) posing immediate health and safety concerns at 279 Woodfield Rd.,GFL Environmental,177058.04,03/03/2021,non-competitive,,CAD
474,11286,Fire Services,"For the provision of annual Maintenance and Support Services for Deccan applications during the period of,January 1, 2021 to December 31, 2025",DECCAN INTERNATIONAL,175145.44,12/18/2020,non-competitive,,CAD
901,10070,City Clerk's Office,"For the provision of non-exclusive supply and delivery of envelopes for various divisions to multiple locations throughout the City of Toronto.,This bridging contract will be based on the same terms and conditions and pricing that were outlined in Contract# 47018560 (relating to competitive call No. 3002-14-7062)",ROYAL ENVELOPE LTD,175000.0,09/13/2019,non-competitive,,CAD
2012,8261,Solid Waste Management Services,"City of Toronto will bring to your transfer station, at 260 New Toronto Street the curbside collected yard waste from Etobicoke area as indicated in Exhibit A ",WASTE MANAGEMENT,175000.0,01/01/2014,non-competitive,,CAD
1427,9032,Human Resources,"For the provision of short-term recruitment services for executive and senior management positions for the amount of $175,000 from May 23, 2017 to December 29, 2017, all in accordance with the legal agreement signed on May 2, 2017.",Lee Hecht Harrison,175000.0,07/10/2017,non-competitive,,CAD
519,11226,Toronto Water,For the provision of the annual CTSpec Sewer software maintenance and support,CTSPEC TECHNOLOGIES INC,175000.0,11/27/2020,non-competitive,,CAD
973,9933,Information & Technology,Amendment - or the Phase 3 ML&S - System Modernization: Digitization and Document Management Project,OPEN TEXT CORPORATION,174832.45,06/04/2019,non-competitive,,CAD
2158,GM32.20,Toronto Water,"Amendment - To increase the Purchase Order value by $174,050.39 (exclusive of taxes) for the Avantis Software maintenance and support during the period from January 1, 2014 to December 31, 2014",INVENSYS SYSTEMS CANADA INC,174050.39,12/11/2013,non-competitive,,CAD
1856,8516,Human Resources,"Design and development of a Executive Education Program for Directors, Managers, Senior Professionals & Supervisors",NIAGARA INSTITUTE,174000.0,11/14/2014,non-competitive,,CAD
1972,8457,Information & Technology,"To provide extended support for Microsoft Windows XP, Service Pack 3",MICROSOFT CANADA INC,173250.0,04/10/2014,non-competitive,,CAD
1014,9835,Emergency Medical Services,or the annual software support and maintenance of VisiCAD Computer aided dispatch system,TRITECH SOFTWARE SYSTEMS,172426.17,04/18/2019,non-competitive,,CAD
2395,0102-16-0137,Purchasing & Materials Management,Chainsaw Pants,No 1 (for) Safety Supplies & Signs ,171901.56,,competitive,07/11/2021,CAD
1901,8241,Solid Waste Management Services,"Amendment - To increase the Purchase Order value by $171,600(exclusive of taxes) for the provision of one IT Specialist (Uniface Developer)",COMPUWARE CORPORATION,171600.0,07/25/2014,non-competitive,,CAD
2147,8241,Solid Waste Management Services,For the provision of one (1) IT Specialist (Uniface Developer),COMPUWARE CORPORATION,171600.0,01/08/2014,non-competitive,,CAD
539,11212,"Parks, Forestry & Recreation","AUTHORITY: GM22.11, adopted by City Council on October 2, 3, and 4, 2017.,AMENDMENT #2 - November 9, 2020 - (NCPR 11212),Added Line Items 30 in the amount of $88,105.00 for the Option Year 2 renewal for the supply and maintenance of ski lifts from January 1, 2020 to April 30, 2021, all in accordance with the signed agreement dated November 24, 2017.", LEITNER-POMA CANADA INC ,170734.12,11/09/2020,non-competitive,,CAD
888,GM28.14,Toronto Building,"For the provision of the supply, delivery and installation of a DRS Microfiche Scanner and software with year one (1) warranty and Maintenance and support included",RISTECH COMPANY,170700.0,10/25/2019,non-competitive,,CAD
1912,8479,City Clerk's Office,"Rental of nine (9) high speed networked digital black and white printing systems currently installed at the City of Toronto Facilities from June 1, 2014 to August 31, 2014.",PITNEY BOWES OF CANADA LTD,170646.0,06/01/2014,non-competitive,,CAD
389,11479,Information & Technology,"o extend the services of a Visualisation Specialist (Carlos Hernandez) for the Data Master Plan implementation project, for the period from February 5, 2021 to November 5, 2021",IAN MARTIN INFORMATION TECHNOLOGY,170625.0,02/11/2021,non-competitive,,CAD
59,WS3261512245 / SR3260015124,Solid Waste Management Services,Provision of Professional Technical Services including surveys for single-use and takeaway items reduction strategy for Solid Waste Management Services ,Ipsos LP,170200.0,12/06/2021,non-competitive,,CAD
281,11626,Long-Term Care Homes & Services,"For the provision of a qualified and experienced Beverage System Supplier to supply and deliver coffee, tea, juice and fruit drink including installation, removal and maintenance of dispensing equipment from May 16, 2021 to August 15, 2021, all in accordance with the same terms and conditions of the Request for Quotation number 0610-16-0051 and blanket contract number 47019900.",GFS - Gordon Food Service Canada,170000.0,04/22/2021,non-competitive,,CAD
468,11281,Fire Services,"For the provision of equipment and services of the frame rails of a number of fire apparatus on a,non-exclusive basis as required by the City of Toronto from time to time",CHIEFS HEAVY TRUCK COLLISION INC,170000.0,12/29/2020,non-competitive,,CAD
551,11155,"Shelter, Support & Housing Administration","AMENDMENT # 1 October 19, 2020 - (NCPR 11155),Added line item 20 in the amount of 104,799 for Toronto Public Health for the 2020 outreach initiative to be conducted during heat warnings. The targeted outreach initiative will occur in defined areas around SSHA's downtown respites and other locations as required.",FRED VICTOR CENTRE,169799.0,10/28/2020,non-competitive,,CAD
550,11155,"Shelter, Support & Housing Administration","AMENDMENT # 1 October 19, 2020 - (NCPR 11155),Added line item 20 in the amount of 104,799 for Toronto Public Health for the 2020 outreach initiative to be conducted during heat warnings. The targeted outreach initiative will occur in defined areas around SSHA's downtown respites and other locations as required.",FRED VICTOR CENTRE,169799.0,10/28/2020,non-competitive,,CAD
1457,GM8.8,Emergency Medical Services,"To add the amount of $169,135.54, net of all taxes, for the annual software support and maintenance of VisiCAD Computer aided dispatch system.",Tritech Software Systems,169135.54,04/19/2017,non-competitive,,CAD
1439,8982,Engineering & Construction Services - Engineering Services,"For the provision of track removal work from Keating rail yard from June 15, 2017 to July 31, 2017, all in accordance with the legal agreement dated April 21, 2017.",PNR Railworks Inc.,168650.0,06/15/2017,non-competitive,,CAD
998,9491,City Clerk's Office,For the provision of Maintenance and Support Agreement for the Avanti Print MIS unit to better manage the workflow and business processes involved in delivering print and copy services.,AVANTI COMPUTER SYSTEMS LIMITED,167993.58,05/09/2019,non-competitive,,CAD
2399,Doc2821066651,Purchasing & Materials Management,Gauntlet Style Fire Fighting Gloves ,Safedesign Apparel Ltd.,167863.0,,competitive,01/12/2022,CAD
635,10945,Fire Services,Amendment - For the provision of the supply and delivery of Flex-Filters and G1 face piece kits as and when required,AJ STONE COMPANY LTD,167804.0,08/19/2020,non-competitive,,CAD
807,10534,Purchasing & Materials Management,For the supply and delivery of two-tone polos and tactical shirts for paramedics and operational superintendents.,OUTDOOR OUTFITS LTD,166852.8,02/20/2020,non-competitive,,CAD
1459,8963,Facilities Operations,For the provision of Professional Consulting Services for the City of Toronto - Facility Management PMO Operational Assessment Review.,Deloitte LLP,166800.0,04/06/2017,non-competitive,,CAD
2218,8196,Information & Technology,For the provision of five (5) Production Use Service CPU core licences and maintenance.,Open Text Corporation,166030.02,06/27/2013,non-competitive,,CAD
2411,Doc2756952314,Fleet Services,Supply and Delivery of Two (2) Latest Model Various Tow Behind Grounds Maintenance Equipment,GC Duke Equipment Ltd,165895.0,,competitive,04/06/2021,CAD
1999,8324,"Parks, Forestry & Recreation","For the supply of all labour, equipment and material necessary for ash tree harvesting operations as outlined in the approved forest management prescriptions",SCHMIDT LOGGING,165887.5,01/29/2014,non-competitive,,CAD
2000,8324,"Parks, Forestry & Recreation","For the supply of all labour, equipment and material necessary for ash tree harvesting operations as outlined in the approved forest management prescriptions",SCHMIDT LOGGING,165887.5,01/29/2014,non-competitive,,CAD
692,10960,Public Health,"AMENDMENT # 1 August 10, 2020 (NCP 10960),Added line item 30 in the amount of $82,775.00 and extended the validity date to December 3, 2020 for the previously approved option to renew the provision of resource of UI/UX/AODA Specialist (Vlad Gulyy). PO value changed to $165,550.00.",PRECISION ERP INCORPORATED,165550.0,08/11/2020,non-competitive,,CAD
390,11500,Public Health,"For the provision of supply and delivery of various signage that has been developed by Toronto Public,Health (TPH), for eleven (11) vaccine sites,",LAMIN-8 SERVICES INC,165000.0,02/10/2021,non-competitive,,CAD
115,"SR3078615917, WS3086731360",Fire Services,"To implement a fire station alerting system at the new Toronto Fire Station 144 located at 2945 Keele,Street. Authority: Legal Agreement of June 29, 2012.",Motorola Solutions Canada Inc.,164823.0,09/10/2021,non-competitive,,CAD
1666,GM8.8,Toronto Paramedic Services,"To provide annual Software Support and Maintenance for VisiCAD Computer aided dispatch system for the period from May 1, 2016 to April 30, 2017",TRITECH SOFTWARE SYSTEMS,164544.94,01/28/2016,non-competitive,,CAD
1527,8923,"Parks, Forestry & Recreation","For the provision of professional services of evaluating the critical elements of open flowing water, variability of water levels, climate considerations and chemical composition of the freezing of the water at Grenadier Pond.",Geniglace Inc.,163843.0,12/29/2016,non-competitive,,CAD
1291,9147,Long-Term Care Homes & Services,"For the provision of supply and delivery of all labour, equipment and replacement parts as required for the maintenance of the installation of Liquitech Copper Silver Ionization System on domestic hot water loops at various Long-Term Care Homes & Services (LTCHS) within City of Toronto",LIQUITECH INC,163764.0,03/20/2018,non-competitive,,CAD
1113,9471,Information & Technology,"For the provision of Security Awareness training needed to educate end users to protect City's information from cyber security and improve their security awareness of policies, standards and best practices.",INFOSEC INSTITUTE INC,163200.0,12/28/2018,non-competitive,,CAD
1278,9192,Toronto Water,"For the provision of emergency repairs to the exterior of Scarborough Reservoir located at 11-21 Fishleigh Dr., Scarborough",AINSWORTH INC,162291.2,04/20/2018,non-competitive,,CAD
10,10948,Fleet Services,"For the provision of upgrades to FuelFocus, the current fuel hardware, warranty, licenses and services for AssetWorks to assess the current state of the hardware to recommend needed improvements.",ASSETWORKS INC,161668.8,12/22/2021,non-competitive,,CAD
644,10947,Information & Technology,"Amendment - The target value has increased by $35,626.50 from $125,000 to $160,626.50 and the validity date has been extended from July 31, 2020 to December 31, 2020. Amendment covers the 5 month renewal of 90 User Licenses.",BASICGOV SYSTEMS INC,160626.5,07/31/2020,non-competitive,,CAD
708,10903,Emergency Medical Services,"Increased ten contract value in the amount of $60,000 and extended the validity date to March 31, 2020 to continue the provision of the non-exclusive supply of all labour, materials, parts to repair 195 Panasonic CF-19 Tough books not covered under warranty.",PANASONIC CANADA INC ,160000.0,07/23/2020,non-competitive,,CAD
232,11720,Economic Development & Culture,"AMENDMENT NO.1 - December 24, 2020 (NC# 11330),To increase the target value by $40,000.00 from $70,000.00 to $110,000.00, net of all taxes and charges,,and to extend validity date from December 31, 2020 to April 30, 2021. All other terms and conditions,remain the same.",ACTIVE MECHANICAL SERVICES,160000.0,05/20/2021,non-competitive,,CAD
1925,GM32.20,Emergency Medical Services,"Amended PO for annual maintenance and support for the Visicad Computer Aided Dispatch System from May 1, 2014 to April 30, 2015 in the amount of $159,470.18 USD, net of all taxes and charges.",TRITECH SOFTWARE SYSTEMS,159470.18,05/22/2014,non-competitive,,CAD
234,11643,Transportation Services,"For the provision of consulting services for the Surface Transit Network Plan, all in accordance with the signed Agreement dated May 19, 2021, and the proposal dated March 26, 2021.",HDR Corporation,159284.0,05/20/2021,non-competitive,,CAD
1800,GM32.22,Corporate Finance,"For the leasing of proprietary software and data services from Bloomberg Finance LP from January 5, 2015 to Jabuary 4, 2017.",Bloomberg L P,158000.0,02/03/2015,non-competitive,,CAD
1982,PW30.5,Toronto Water,"Amendment – To increase contract by $157,160 (exclusive of taxes) to supply and deliver O.E.M. replacement parts for the Westfalia Centrifuges and also extend the date March 31, 2015 from March 31, 2014",GEA WESTFALIA SEPARATOR CANADA INC.,157160.0,03/21/2014,non-competitive,,CAD
1327,9068,Transportation Services,For the provision of the purchase of the Supplier license called RouteSmart for ArcGIS including training and installation advice.,ROUTESMART TECHNOLOGIES INC,156724.0,01/05/2018,non-competitive,,CAD
1215,9360,Court Services,For the provision of Collection Services for the Court Services Division,CBV COLLECTION SERVICES LTD,156384.38,09/04/2018,non-competitive,,CAD
78,WS3090269018,Transportation Services,Traffic Planning Services for CafeTO Program,IBI Group Professional Services,156250.0,09/10/2021,non-competitive,,CAD
1252,9278,Fleet Services,"Amendment - Provision of all labour, materials, and equipment necessary to provide Warranty and Non-Warranty OEM authorized Parts and Service on heavy duty O.E.M. Case equipment for the City of Toronto Solid Waste Management Division, on an ""as and when required"" basis",STRONGCO LP,155665.6,06/13/2018,non-competitive,,CAD
1402,CC31.11,Legal Services,"For the provision of legal services pertaining to the rent arbitration for 2 Bloor Street East, all in accordance with the signed agreement on June 27, 2017.",Lerners LLP,155000.0,08/09/2017,non-competitive,,CAD
1757,8604,Engineering & Construction Services - Engineering Services,For the investigation and analysis of the failure of the retaining wall on Beaumont Road to design a temporary remedy to stabilize area,Fisher Environmental,155000.0,08/06/2015,non-competitive,,CAD
1732,8511,Information & Technology,"Amended PO for an additional 910 hours @ $170/hr for at total additional amount of $154,700.000, exclusive of all taxes and charges, to extend the term for the contract and the Specialist for the period from November 9, 2015 to May 17, 2016 all in accordance with the Agreement dated October 21, 2014 and the extension authorization letter dated October 15, 2015.",Open Text Corporation,154700.0,11/09/2015,non-competitive,,CAD
1924,8446,"Parks, Forestry & Recreation","Amendment to increase the target value of the contract by $153,440.00, net of all taxes and charges, and to extend the validity end date of the contract from March 3, 2014 to June 30, 2014 for emergency work as part of the Debris Management Plan for the Ice Storm on December 21 & 22, 2013.",DANOSH CONTRACTING LTD,153400.0,05/22/2014,non-competitive,,CAD
1495,8849,Information & Technology,For the provision of professional services for a managed intrusion detection services solution.,ABOVE SECURITY INC,151998.0,01/30/2017,non-competitive,,CAD
2206,8177,Solid Waste Management Services,"For the provision of electrical, water and sewer service connections for modular office at the Dufferin Waste Management Facility.",Alltrade Industrial Contractors,151799.0,06/05/2013,non-competitive,,CAD
56,WS3216958572,Fleet Services,"For bridging contract with Primary Vendor for the non-exclusive provision of Chassis Springs and Suspension Component repair services (the ""Services"") and parts for vehicles and heavy duty equipment operated by the Fleet Services Division at the Vendor's facility within the Greater Toronto Area (GTA) for a fixed period of six (6) months from December 20, 2021 to June 19, 2022",Total Suspensions Inc.,151031.0,12/20/2021,non-competitive,,CAD
1487,8953,City Planning,"For the provision of professional consulting services to assist with the research, financial, and real estate analysis",Hemson Consulting Ltd,150470.0,02/07/2017,non-competitive,,CAD
558,11125,"Parks, Forestry & Recreation","AMENDMENT # 1 Renewal - October 5, 2020 (NCP 11125),Increased the contract value from 75,014 to $150,028 and amended the validity date to exercise Option Year 1 for the period of November 21, 2020 to November 20, 2021.", DURACUT MACHINE KNIFE COMPANY LTD ,150028.0,10/19/2020,non-competitive,,CAD
458,11318,"Shelter, Support & Housing Administration",For the provision of the supply and deliver of the Portable Generators for various shelter locations during the COVID-19 Pandemic in Toronto,B&B FRP MANUFACTURING INC,150000.0,12/30/2020,non-competitive,,CAD
811,10043,City Clerk's Office,For the provision of professional services from an External Auditor for conducting compliance audits during the 2018-2022 term of office.,MNP LLP,150000.0,02/13/2020,non-competitive,,CAD
460,11384,Real Estate Services,"Amendment - For the non-exclusive supply of all labour, materials, equipment and supervision necessary to perform Preventative Maintenance and Service Calls for Boilers at various locations within the City of Toronto's West District, Facilities Operations, Corporate Real Estate Management Division",ACTIVE MECHANICAL SERVICES,150000.0,12/29/2020,non-competitive,,CAD
774,10382,Public Health,"For the supply and delivery of Infant Hearing Program AccuScreen consumables and equipment for the period from February 1, 2020 to June 30, 2020",Natus Canada,150000.0,02/04/2020,non-competitive,,CAD
342,11557,Emergency Medical Services,"Amendment - For the provision of the non-exclusive supply of all labour, materials, parts to repair 195 Panasonic CF-19 Tough books not covered under warranty for the period from May 23, 2019 to November 22, 2020.,to extend validity date from March 31, 2021 to December 31, 2021",PANASONIC CANADA INC,150000.0,03/12/2021,non-competitive,,CAD
718,10157,"Shelter, Support & Housing Administration","For the provision of repairs and adjustments on an emergency basis on the modular structures at various locations throughout the City of Toronto's Shelter, Support & Housing Administration Division",BLT CONSTRUCTION SERVICES INC ,150000.0,12/01/2019,non-competitive,,CAD
84,SR3142367409 WS3149163628,"Parks, Forestry & Recreation",This information cannot be disclosed.,This information cannot be disclosed.,150000.0,10/06/2021,non-competitive,,CAD
338,11585,"Shelter, Support & Housing Administration","AMENDMENT # 1 March 10, 2021 - NCP 11585,Increased the contract value from $100,000 to $150,000 and extended the validity date until May 31, 2021.",DIRECT CONSTRUCTION COMPANY LIMITED,150000.0,03/11/2021,non-competitive,,CAD
150,11612 ,Fleet Services,"Amendment - To exercise Option Year 2. Increased the target value of this contract by an additional $50,000 and extended the expiry date to June 30, 2022 all in accordance with the Legal Agreement dated June 1, 2019.",SILVER TOP SUPPLY,150000.0,07/01/2021,non-competitive,,CAD
391,11404,Children’s Services,"For the repair and maintenance of appliances for the Toronto Early Learning and Child Care Centre,Services (TELCCSS) Child Care Centres for the period of February 9, 2021 to February 9, 2024",MONARCH MECHANICAL LTD,150000.0,02/10/2021,non-competitive,,CAD
653,10745,Facilities Operations,"For the non-exclusive supply of all labour, materials, equipment and supervision necessary to perform Preventative Maintenance and Service Calls for Boilers at various locations within the City of Toronto's Police Services, Facilities Operations, Corporate Real Estate Management Division from July 1, 2020 to December 31, 2020.",ACTIVE MECHANICAL SERVICES,150000.0,07/01/2020,non-competitive,,CAD
1405,8970,Facilities Design & Construction,"Amendment – To increase contract by $150,000.00 (exclusive of taxes) for the design and replacement of the main switchboard at Scarborough Civic Centre.",SNC Lavalin Inc.,150000.0,08/01/2017,non-competitive,,CAD
785,10269,"Parks, Forestry & Recreation","For the supply of labour, parts and equipment for heating, ventilation and air conditioning in North District, Parks, Forestry and Recreation facilities for the period from January 1, 2020 to July 31, 2020.",Superior Air Systems Ltd,150000.0,01/01/2020,non-competitive,,CAD
1496,8866,Emergency Medical Services,"For the supply, delivery, warranty, repairs, installation and support of Motorola radios, equipment, parts and accessories and the short term rental of 2-way radios and accessories, of Public Safety Toronto Paramedic Services Division for a period of one (1) year from October 16, 2016 to October 15,2017.",MOTOROLA SOLUTIONS CANADA INC,150000.0,01/30/2017,non-competitive,,CAD
855,10264,Auditor General,"For the provision of Performance Audit and Forensic Services as and when needed for the period from November 30, 2019 to November 29, 2020, with the option to renew for an additional 1 Year Term - at the sole discretion of the City - all in accordance with the Agreement made November 30, 2019.",Edwin Ryan,150000.0,10/30/2019,non-competitive,,CAD
2052,8356,Solid Waste Management Services,"For the Emergency supply of operators and equipment necessary to perform work on the Temporary Debris Storage and Reduction Site Operations at 1141 Caledonia Road & 9 Wilket Creek as part of the Debris Management Plan due to the Ice Storm on December 21 & 22, 2013",LIMA'S GARDENS & CONSTRUCTION INC,149965.0,01/02/2014,non-competitive,,CAD
2305, Doc2908215081/ 78-2021,Economic Development & Culture,"The supply, manufacture, delivery, assembly and installation of a new parkette in the Mount Dennis Business Improvement ",CSL GROUP LTD,148545.65,,competitive,06/04/2021,CAD
444,11268,Information & Technology,"AUTHORITY: GL16.5 Adopted by City Council on October 27, 2020,For the provision of software support and maintenance for the period from January 1, 2021 to December 31, 2025, all in accordance with the agreement dated December 18, 2009 between the City of Toronto and Neptune Technology Group (Canada) Ltd. and Proposal A42403.",Neptune Technology Group,148529.39,01/01/2021,non-competitive,,CAD
2423,Doc 2728883950,"Parks, Forestry & Recreation",Professional services for SGR at High Park,Cherie Ng Architect Inc.,148456.0,,competitive,07/12/2021,CAD
2442,Doc3107794310,"Parks, Forestry & Recreation",Professional and Technical Services for Conditions Assessment for Skateparks and BMX Parks,Stantec Consulting,148260.0,,competitive,01/06/2022,CAD
923,9965,Corporate Security,"For the provision of security systems 24-hour preventative, corrective maintenance and on-demand services from certified/authorized dealers and maintainers of the following products, (but not limited to) on an as-needed basis: access control systems, video surveillance systems, audio/visual systems and intercoms for Toronto Union Station, 65 Front Street West.,This bridging contract will be based on the same terms and conditions and pricing that were outlined in Contract # 47017813.",JOHNSON CONTROLS LTD,147983.5,08/01/2019,non-competitive,,CAD
851,10252,Toronto Water,"Renewal - for the provision of annual IQ API,Software Maintenance for the period from January 1, 2020 to December 31, 2020",NEPTUNE TECHNOLOGY GROUP,147496.91,12/10/2019,non-competitive,,CAD
1842,8538,Toronto Water,For the supply and delivery of two(2) Mapner/MPR Gas Compressor Model # R150 G to Ashbridges Bay Treatment Plant,DIRECTRIK INC,147360.0,11/26/2014,non-competitive,,CAD
1121,GM28.13,Corporate Finance,"For the provision of the service of a nonexclusive and nontransferable right to use the Bloomberg Terminal service information, data, software and equipment",BLOOMBERG L P,146880.0,12/21/2018,non-competitive,,CAD
5,WS3279695968,Toronto Water,"For the Maintenance and support of Proficy Machine Edition used to View, Troubleshoot and Program Toronto Water Emerson PLCs (Prograrmable Controllers) for the City of Toronto's Toronto Water Division for a period of four (4) years from December 4, 2021 to December 3, 2025",Gescan,146174.44,01/28/2022,non-competitive,,CAD
1449,PE18.6,"Parks, Forestry & Recreation","For the provision to conduct aerial applications of the insecticide Bacillus thuringiensis var. kurstaki (Btk) within the confines of the residentail areas of Wards 3,4,5 and 13",Zimmer Air Service,146000.0,05/19/2017,non-competitive,,CAD
1041,GM8.8,Long-Term Care Homes & Services,"Amendment # 3,To add line item 120 in the amount of $145,206.11 net of all taxes, as referenced on quote #MO2750 for the annual GoldCare maintenance fees, Universe Server. Total value of purchase order increased from $$400,229.60 to $545,435.71 net of all taxes and charges from January 1, 2019 to December 31, 2019.",CAMPANA SYSTEMS INC,145206.11,03/18/2019,non-competitive,,CAD
878,10179,Facilities Operations,"Amendment - for the provision of Custodial Services at Union Station, 65 Front St West including 18D York Street",IMPACT CLEANING SERVICES LTD,145000.0,11/15/2019,non-competitive,,CAD
1641,GM8.8,Human Resources,"For TalentFlow annual Licensing, Hosting, Maintenance and Support Services during the period January 1, 2016 to December 31, 2016",BRAINHUNTER SYSTEMS LTD,144995.0,03/03/2016,non-competitive,,CAD
1129,GM8.8,Human Resources,"Amendment # 3,Added Line 40 in the amount of $144,995.00, net of all taxes and charges, for the provision of TalentFlow annual licensing, hosting, maintenance and support services for the period from January 1, 2019 to December 31, 2019",BRAINHUNTER SYSTEMS LTD,144995.0,12/18/2018,non-competitive,,CAD
1538,GM8.8,Human Resources,"Amended PO in the amount of $144,995.00, net of all taxes and charges, for the provision of TalentFlow annual Licensing, Hosting, Maintenance and Support Services for the period from January 1, 2017 to December 31, 2017, all in accordance with Invoice No's. 170640 & 170639 and with the signed amending agreement No. 5 dated December 8, 2014.",Brainhunter Systems Ltd.,144995.0,01/01/2016,non-competitive,,CAD
